File,EntryID,Name,English,Chinese
sc16_cabininthesnow_01_intro,22,,"Given my experience thus far with Karzoug, if the brothers did indeed find the ancient city, perhaps their secrecy was born of necessity rather than malice.",根 据 我 对 卡 卓 的 了 解 ， 如 果 兄 弟 俩 确 实 找 到 了 那 座 古 城 ， 或 许 他 们 不 说 出 去 是 因 为 不 得 已 而 非 出 于 恶 意 。 
sc16_cabininthesnow_01_intro,23,,I'll find the brothers &lt;i&gt;and&lt;/i&gt; the ancient city.,我 会 找 到 兄 弟 俩 &lt;i&gt;以 及 &lt;/i&gt; 那 座 古 城 。 
sc16_cabininthesnow_01_intro,24,,"It is a tragic story, but a compelling one nonetheless—and every story has a kernel of truth to it. Following in their footsteps won't be easy, but it's indubitably the right course of action.",这 是 个 悲 惨 的 故 事 ， 却 叫 人 念 念 不 忘 — 每 个 故 事 都 有 其 含 义 。 跟 随 他 们 的 足 迹 并 不 容 易 ， 但 却 毫 无 疑 问 是 正 确 的 。 
sc16_cabininthesnow_01_intro,27,,I HATE the snow!,我 讨 厌 雪 ！ 
sc16_cabininthesnow_01_intro,28,,"Supposedly, this is where I can find the road to Xin-Shalast.",我 猜 在 这 里 可 以 找 到 去 新 沙 城 的 路 。 
sc16_cabininthesnow_01_intro,29,,"The sooner I start looking for the road, the sooner I can get out of here.",早 点 找 到 路 就 能 早 点 离 开 这 里 。 
sc16_cabininthesnow_02_outro,1,,"You have saved my brother—and me. I should reward you by taking the path to Xin-Shalast with me into the beyond, yet I sense that you still harbor a desire to see those golden ruins.",你 救 了 我 兄 弟 和 我 。 我 应 该 带 你 到 远 方 的 新 沙 城 表 示 感 谢 ， 但 是 我 感 觉 到 你 还 是 想 要 看 看 那 些 黄 金 遗 迹 。 
sc16_cabininthesnow_02_outro,2,,"You may have killed the wendigo but its magic remains, casting darkness over this region like a pernicious shadow...",也 许 你 杀 了 雪 野 人 ， 但 他 们 的 魔 法 还 残 留 着 ， 像 邪 恶 的 影 子 一 样 给 这 片 区 域 投 下 黑 暗 … … 
sc16_cabininthesnow_02_outro,3,,What happened here was merely a portent... what lies ahead is far worse!,这 里 发 生 的 事 情 只 是 个 征 兆 … … 未 来 会 更 加 恶 劣 ！ 
sc16_cabininthesnow_02_outro,4,,I bested you in combat. That in and of itself is worth reward.,我 在 战 斗 中 打 败 你 。 这 本 身 是 值 得 奖 励 的 。 
sc16_cabininthesnow_02_outro,5,,It was more than altruism that led me to help yeh. Where can I find Xin-Shalast?,引 导 我 帮 助 你 的 不 仅 仅 是 因 为 无 私 。 我 去 哪 找 新 沙 城 ？ 
sc16_cabininthesnow_02_outro,6,,It is my duty to rid the world of evil and shine Sarenrae's light where I can. I invite your counsel.,去 除 世 间 的 邪 恶 ， 让 莎 恩 芮 的 光 芒 闪 耀 是 我 的 职 责 。 我 需 要 你 的 建 议 。 
sc16_cabininthesnow_02_outro,7,,"I acknowledge your desire to do right by me, but do not think you are sparing me by withholding information about my quest. I know full well the danger of it.",我 知 道 你 想 要 公 正 对 待 我 ， 但 我 不 觉 得 你 通 过 隐 瞒 我 的 任 务 信 息 就 能 保 护 我 。 我 完 全 了 解 它 的 危 险 。
sc16_cabininthesnow_02_outro,8,,You would only hinder my progress if you did so. I will find Xin-Shalast with or without you.,如 果 你 知 道 了 ， 只 会 阻 碍 我 。 有 没 有 你 ， 我 都 会 找 到 新 沙 城 。 
sc16_cabininthesnow_02_outro,9,,I only want to put a stop to Karzoug. ,我 只 想 阻 止 卡 卓 。 
sc16_cabininthesnow_02_outro,10,,What I really want to know is whether the ruins are &lt;i&gt;actually&lt;/i&gt; made of gold.,我 想 知 道 的 是 遗 迹 是 否 &lt;i&gt;真 的 &lt;/i&gt; 有 黄 金 制 成 的 。 
sc16_cabininthesnow_02_outro,11,,I must travel to Xin-Shalast. There is justice to be done.,我 必 须 到 新 沙 城 。 有 正 义 需 要 伸 张 。 
sc16_cabininthesnow_02_outro,12,,"My reward is knowing what happened to you. I have the privilege of being the only one to tell your story! I wouldn't mind some directions, though.",我 的 奖 励 就 是 了 解 你 发 生 了 什 么 。 我 荣 幸 成 为 给 你 讲 故 事 的 唯 一 一 人 ！ 不 过 我 不 介 意 有 一 些 指 示 。
sc16_cabininthesnow_02_outro,13,,The quest to Xin-Shalast is one I knowingly undertook. Do you think I would cease to seek it out even if you kept its whereabouts from me?,前 往 新 沙 城 的 任 务 是 我 特 意 接 受 的 。 你 以 为 你 不 告 诉 我 它 的 下 落 ， 我 就 会 停 止 寻 找 了 吗 ？ 
sc16_cabininthesnow_02_outro,14,,I didn't travel this far only to have a ghost turn me away.,我 走 了 这 么 远 ， 可 不 是 为 了 被 一 个 鬼 赶 走 。
sc16_cabininthesnow_02_outro,15,,"Mm. Travel through the Fen of the Icemists. The river Avah will join to an ancient road—you will know it by its faint sheen of gold. Follow it to the north. There, you will find Xin-Shalast.",嗯 。 穿 过 冰 雾 沼 泽 。 阿 瓦 河 会 与 一 条 古 老 的 路 交 汇 ， 你 可 以 依 靠 它 微 微 的 金 色 光 芒 认 出 它 。 沿 着 它 向 北 。 然 后 就 能 找 到 新 沙 城 。 
sc16_cabininthesnow_02_outro,16,,"Travel through the Fen of the Icemists. The river Avah will join to an ancient road—you will know it by its faint sheen of gold. Follow it to the north. There, you will find Xin-Shalast.",穿 过 冰 雾 沼 泽 。 阿 瓦 河 会 与 一 条 古 老 的 路 交 汇 ， 你 可 以 依 靠 它 微 微 的 金 色 光 芒 认 出 它 。 沿 着 它 向 北 。 然 后 就 能 找 到 新 沙 城 。 
sc16_cabininthesnow_02_outro,17,,If only I could've made amends with my own brother like you have with yours.,要 是 我 能 和 我 兄 弟 和 好 就 好 了 ， 就 像 你 和 你 兄 弟 一 样 。 
sc16_cabininthesnow_02_outro,18,,"In this life or the next... I promise we'll meet again, Sigur.",这 一 辈 子 或 者 下 一 辈 子 … … 我 保 证 我 们 会 再 见 面 的 ， 西 古 尔 。
sc16_cabininthesnow_02_outro,19,,Shadows are like echoes—a poor reflection that represents no danger. Where is Xin-Shalast?,影 子 就 像 回 声 一 样 — — 代 表 没 有 危 险 的 反 射 。 新 沙 城 在 哪 ？ 
sc16_cabininthesnow_02_outro,20,,"Nothing can deter me now. I will find the way, with or without your help.",现 在 没 什 么 能 阻 止 我 。 有 没 有 你 的 帮 助 ， 我 都 会 找 到 路 。 
sc16_cabininthesnow_02_outro,21,,I am not afraid. Where is the path to Xin-Shalast?,我 不 害 怕 。 前 往 新 沙 城 的 路 在 哪 ？ 
sc16_cabininthesnow_02_outro,22,,You mean I might find what I am looking for? Indeed. ,你 是 说 我 可 能 找 到 想 要 找 的 东 西 ？ 没 错 。 
sc16_cabininthesnow_02_outro,23,,"An ugly prospect, but my goal remains the same. Kindly tell me where I might find Xin-Shalast. ",前 景 不 堪 ， 但 我 的 目 标 还 是 一 样 。 请 好 心 告 诉 我 ， 在 哪 能 找 到 新 沙 城 。 
sc16_cabininthesnow_02_outro,24,,"More cannibals? Or more awful monsters? Either way, I'm still going to Xin-Shalast.",更 多 食 人 者 ？ 还 是 更 多 可 怕 的 怪 物 ？ 总 之 ， 我 还 是 要 去 新 沙 城 。 
sc16_cabininthesnow_02_outro,25,,"Very spooky. Now, how about telling me the way?",非 常 吓 人 。 现 在 把 路 告 诉 我 吧 ？ 
sc16_cabininthesnow_02_outro,26,,I feel it. If only I could've helped you. Yet Xin-Shalast calls.,我 感 觉 到 了 。 要 是 我 能 帮 你 就 好 了 。 新 沙 城 在 召 唤 。 
sc16_cabininthesnow_02_outro,27,,Let the wendigo serve as proof that I'm not afraid of a challenge. Tell me the way to Xin-Shalast.,这 些 雪 野 人 就 是 我 不 害 怕 挑 战 的 证 据 。 告 诉 我 前 往 新 沙 城 的 路 。 
sc16_cabininthesnow_02_outro,28,,I do not fear shadows. Tell me the way to Xin-Shalast. ,我 不 害 怕 暗 影 。 告 诉 我 前 往 新 沙 城 的 路 。 
sc16_cabininthesnow_02_outro,29,,"Magic is capricious regardless of the master. Fear not, I will set all things to right in due time. Now, where is Xin-Shalast?",无 论 有 多 精 通 ， 魔 法 都 是 变 幻 莫 测 的 。 不 要 怕 ， 我 马 上 就 能 处 理 好 一 切 。 新 沙 城 在 哪 ？ 
sc16_cabininthesnow_02_outro,30,,"Travel through the Fen of the Icemists. The river Avah will join to an ancient road—you will know it by its faint sheen of gold. Follow it to the north. There, you will find Xin-Shalast.",穿 过 冰 雾 沼 泽 。 阿 瓦 河 会 与 一 条 古 老 的 路 交 汇 ， 你 可 以 依 靠 它 微 微 的 金 色 光 芒 认 出 它 。 沿 着 它 向 北 。 然 后 就 能 找 到 新 沙 城 。 
sc16_cabininthesnow_02_outro,33,,Stupid spooky ghost.,愚 蠢 的 吓 人 幽 灵 。 
sc16_cabininthesnow_02_outro,36,,I need to know how to get to Xin-Shalast. I'm going to take down Karzoug.,我 得 知 道 怎 么 去 新 沙 城 。 我 要 去 干 掉 卡 卓 。 
sc16_cabininthesnow_03_villain,1,,Empty... hungry...,空 虚 … … 好 饿 … … 
sc16_cabininthesnow_03_villain,2,,"I'm sure there's not much to eat up here on the mountains, myself included. See? Just skin and bones.",我 相 信 这 里 没 有 什 么 好 吃 的 ， 包 括 我 自 己 。 看 到 没 ？ 只 剩 皮 包 骨 头 。 
sc16_cabininthesnow_03_villain,3,,You! Yeh turned the Vekker brothers against one another. This is for the Vekkers—and for Sigur!,你 ！ 你 让 维 科 尔 兄 弟 们 反 目 。 这 是 为 了 维 科 尔 ， 也 是 为 了 西 古 尔 ！ 
sc16_cabininthesnow_03_villain,4,,You are beyond redemption for the atrocities you've committed. You must be put down.,你 所 犯 下 的 罪 孽 已 无 法 挽 回 。 你 的 下 场 只 有 一 死 。 
sc16_cabininthesnow_03_villain,5,,Let daylight burn away the creatures of the cold and dark!,让 日 光 烧 尽 那 冰 冷 黑 暗 的 生 物 吧 ！ 
sc16_cabininthesnow_03_villain,6,,"Beg your pardon if I'm interrupting your dinner. However, if I'm to be the main course, I rescind my apology.",打 搅 了 你 的 晚 餐 ， 真 不 好 意 思 。 不 过 ， 如 果 你 想 把 我 当 作 主 菜 的 话 ， 那 我 要 收 回 前 言 。 
sc16_cabininthesnow_03_villain,7,,Yours is a hunger that cannot be sated. ,你 的 饥 饿 ， 是 无 法 被 满 足 的 。 
sc16_cabininthesnow_03_villain,8,,One who is hungry cannot think clearly... as evidenced by what you have done here.,一 个 人 在 饿 的 时 候 ， 脑 子 都 会 变 得 不 正 常 … … 你 所 做 的 事 ， 就 是 最 好 的 例 子 。 
sc16_cabininthesnow_03_villain,9,,"Oh, you're hungry? Taste steel!",噢 ， 你 饿 了 ？ 吃 我 一 剑 吧 ！ 
sc16_cabininthesnow_03_villain,10,,Your horns will make a fine trophy.,你 的 角 是 个 不 错 的 战 利 品 。 
sc16_cabininthesnow_03_villain,11,,This cannibalistic tableau... it is your doing! I will put your odious ways to an end!,这 恐 怖 的 一 幕 … … 是 你 所 为 ！ 我 将 终 结 你 的 罪 恶 ！ 
sc16_cabininthesnow_03_villain,13,,"A starving dog is dangerous, but reckless! Come fight me, reckless dog!",一 条 饥 饿 的 狗 很 危 险 ， 但 也 很 鲁 莽 ！ 来 吧 ， 和 我 一 战 吧 ！ 你 这 条 蠢 狗 ！ 
sc16_cabininthesnow_03_villain,14,,Fight... kill... EAT!,战 斗 … … 杀 戳 … … 吃 饭 ！ 
sc16_cabininthesnow_03_villain,15,,I'm hungry too!,我 也 很 饿 ！ 
sc16_cabininthesnow_04_cannibalhaunt,1,,"[A dwarf staggers out of the snow. His eyes are wild with fear, his clothes in tatters, and blood drips from several cuts on his exposed flesh. He cries out, but his words are inaudible—then he turns and flees without looking back, leaving bloody footprints behind that slowly fade.]",[一 个 矮 人 跌 跌 撞 撞 地 从 雪 中 走 出 。 他 的 眼 中 充 满 了 恐 惧 ， 衣 服 也 破 破 烂 烂 ， 身 上 还 有 不 少 淌 着 鲜 血 的 伤 口 。 他 大 声 呼 喊 ， 但 呼 喊 的 内 容 已 无 法 辨 识 — — 随 后 ， 他 头 也 不 回 地 开 始 逃 跑 ， 雪 地 上 留 下 了 带 着 血 迹 的 脚 印 。 ]
sc16_cabininthesnow_04_karivekvekker,1,,Brother? Is that you? ,老 兄 ？ 是 你 吗 ？ 
sc16_cabininthesnow_04_karivekvekker,2,,You seek your brother even through death? Your commitment is commendable...,你 甚 至 通 过 死 亡 来 寻 找 你 的 兄 弟 ？ 你 真 讲 义 气 ...
sc16_cabininthesnow_04_karivekvekker,3,,"Your brother is dead. If he acted justly in life, perhaps he was spared by his gods.",你 的 兄 弟 已 经 死 了 。 如 果 他 是 个 正 义 的 人 ， 或 许 他 已 经 受 到 他 所 信 奉 神 的 宽 恕 。 
sc16_cabininthesnow_04_karivekvekker,4,,"Call me brother if you will, but if you're looking for another dwarf, I'm afraid he's long dead.",愿 意 的 话 你 可 以 叫 我 兄 弟 ， 但 如 果 你 想 找 另 一 位 矮 人 ， 我 很 遗 憾 他 早 就 已 经 死 了 。 
sc16_cabininthesnow_04_karivekvekker,5,,You do not know of your brother's fate?,你 不 知 道 你 兄 弟 的 命 运 吗 ？ 
sc16_cabininthesnow_04_karivekvekker,6,,"I'm not the brother yeh seek, but if only you'll let me help...",我 不 是 你 要 找 的 那 位 老 兄 ， 但 只 要 你 愿 意 接 受 我 的 帮 助 ...
sc16_cabininthesnow_04_karivekvekker,7,,"I know the pain of losing a sibling. If you were not aware of his fate, I shall be the one to inform you.",我 知 道 那 种 失 去 兄 弟 的 痛 苦 .如 果 你 没 有 意 识 到 他 的 命 运 ，我 将 会 告 诉 你 .
sc16_cabininthesnow_04_karivekvekker,8,,"So—you seek your brother. He is long dead, as it would appear you are as well. ",所 以 ，你 踏 上 了 寻 找 兄 弟 之 路 。 他 早 就 已 经 死 了 ， 你 将 来 也 是 一 样 。 
sc16_cabininthesnow_04_karivekvekker,9,,"This must be one of the famed Vekker brothers! So, the story is true! I can't wait to write this down—it'll be a tale for the ages!",这 一 定 是 著 名 的 维 科 尔 兄 弟 之 一 。 这 么 说 来 ， 这 故 事 是 真 实 的 ！ 我 已 经 迫 不 及 待 要 把 它 写 下 来 了 --这 将 是 一 个 时 代 的 故 事 ！ 
sc16_cabininthesnow_04_karivekvekker,10,,"I'm no brother, brother.",老 兄 ， 别 跟 我 称 兄 道 弟 的 。 
sc16_cabininthesnow_04_karivekvekker,11,,"I am not your brother! I am Lini, and I do not like how hungrily you look at me!",我 不 是 你 的 老 兄 ！ 我 是 李 尼 ， 你 别 一 脸 渴 望 地 看 着 我 ！ 
sc16_cabininthesnow_04_karivekvekker,12,,"I'm not sure how you see your short, squat, bearded brother when you look at me, but I guess being undead doesn't come with great eyesight.",我 不 知 道 你 是 怎 么 把 我 看 成 你 那 又 矮 又 胖 的 大 胡 子 老 兄 的 ， 但 我 明 白 了 ： 死 人 的 视 力 不 太 好 。 
sc16_cabininthesnow_04_karivekvekker,13,,"Interloper! Come to steal our claim, eh? You won't leave this place alive!",闯 入 者 ！ 想 偷 走 我 们 的 东 西 ？ 你 没 机 会 活 着 离 开 这 里 了 ！
sc16_cabininthesnow_04_karivekvekker,14,,Nope.,不 。 
sc16_cabininthesnow_04_silasvekker,1,,"You seek the City of Greed. I can sense it. You should abandon your quest, lest you end up like me. Cold. Dead. Eaten. But I suspect you cannot be swayed...",你 在 找 贪 婪 之 城 。 我 能 感 觉 到 。 你 应 该 放 弃 你 的 任 务 ， 否 则 会 像 我 一 样 。 寒 冷 。 死 亡 。 被 吃 掉 。 但 我 觉 得 你 不 会 改 变 主 意 … … 
sc16_cabininthesnow_04_silasvekker,2,,There was always a chance that might happen. I've been known to keep company with some strange folk.,那 件 事 永 远 有 机 会 发 生 。 我 一 向 喜 欢 跟 陌 生 人 混 。 
sc16_cabininthesnow_04_silasvekker,3,,"Your brother ate you? I've heard of sibling rivalry, but this is taking it too far.",你 的 兄 弟 吃 了 你 ？ 我 听 过 不 少 怪 事 ， 但 这 件 事 太 奇 怪 了 。 
sc16_cabininthesnow_04_silasvekker,4,,"Abandoning my quest would be too easy, and so I persist.",放 弃 我 的 任 务 可 能 很 简 单 ， 但 是 我 选 择 坚 持 。 
sc16_cabininthesnow_04_silasvekker,5,,"Ah, this was the culmination of your trek—you were eaten by your camp. My sympathies, but you are correct. It is my ambition to reach Xin-Shalast, and I will not be deterred.",啊 ， 这 就 是 你 旅 行 中 最 大 的 事 情 — — 你 被 你 的 营 地 吃 掉 了 。 我 表 示 同 情 ， 但 你 是 对 的 。 我 的 志 向 就 是 到 达 新 沙 城 ， 我 不 会 被 阻 拦 。
sc16_cabininthesnow_04_silasvekker,6,,Nothing around here can eat me before I eat it.,这 里 的 东 西 只 会 被 我 吃 掉 ， 绝 不 可 能 吃 掉 我 。 
sc16_cabininthesnow_04_silasvekker,7,,"I will not abandon my quest, and if you seek to bar my way, I will excise you.",我 不 会 放 弃 我 的 任 务 ， 如 果 你 想 阻 拦 我 ， 我 会 除 掉 你 。 
sc16_cabininthesnow_04_silasvekker,8,,So goes the tragic tale of the Vekker brothers... forced to cannibalize one another. I assure you I'm far less delicious than you might think.,维 科 尔 兄 弟 的 故 事 真 是 悲 惨 … … 被 迫 吃 掉 对 方 。 我 向 你 保 证 我 很 难 吃 。 
sc16_cabininthesnow_04_silasvekker,9,,You yourself know the effort I have made simply to come this far. What could possibly dissuade me at this point?,你 自 己 知 道 我 能 来 这 里 所 做 过 的 努 力 。 现 在 任 何 事 都 无 法 阻 止 我 。 
sc16_cabininthesnow_04_silasvekker,10,,"Bare your teeth at me, and I will show you that mine are far sharper!",对 我 龇 牙 咧 嘴 吧 ， 我 会 让 你 知 道 我 的 牙 齿 锋 利 得 多 ！
sc16_cabininthesnow_04_silasvekker,11,,Those bite marks on yeh... they're... humanoid! Yeh don't mean to tell me... ,你 身 上 的 那 些 咬 痕 … … 它 们 … … 是 人 类 形 状 的 ！ 你 不 会 是 想 告 诉 我 … …
sc16_cabininthesnow_04_silasvekker,12,,I cannot abandon my quest.,我 不 能 放 弃 我 的 任 务 。 
sc16_cabininthesnow_04_silasvekker,13,,"I could show you the way to Xin-Shalast, but I cannot leave this place. You must join me instead!",我 可 以 告 诉 你 去 新 沙 城 的 路 ， 但 我 不 能 离 开 这 里 。 你 必 须 加 入 我 ！ 
sc16_cabininthesnow_04_silasvekker,14,,I could show you the way to Xin-Shalast—,我 可 以 告 诉 你 去 新 沙 城 的 路 — — 
sc16_cabininthesnow_04_silasvekker,15,,AAAH-KII-YEEE!,啊 — 杀 了 — 你 ！ 
sc16_cabininthesnow_04_silasvekker,16,,"Spooky ghost, were there leftovers of you? Me hungry.",吓 人 的 鬼 魂 ， 你 还 有 剩 饭 吗 ？ 我 饿 了 。 
sc16_intotheeye_01_intro,3,,"At last, I've arrived!",终 于 ， 我 到 了 ！ 
sc16_intotheeye_01_intro,4,,Strange how climbin' that icy mountain led me to this fiery hellhole. ,奇 怪 的 那 座 冰 山 是 怎 么 引 导 我 来 到 这 个 烈 焰 地 狱 洞 口 的 。 
sc16_intotheeye_01_intro,5,,This place... feels like a dimension apart from everything else. Each breath is the same. Time does not pass here. ,这 个 地 方 … … 感 觉 像 是 个 跟 其 它 万 物 隔 离 的 次 元 。 呼 的 每 一 口 气 都 一 样 。 时 间 不 会 在 这 流 逝 。 
sc16_intotheeye_01_intro,6,,I am all the stronger for this journey. Neither my sword nor my heart shall falter.,我 在 这 段 旅 程 上 变 得 更 强 了 。 我 的 剑 和 我 的 心 都 不 会 动 摇 。 
sc16_intotheeye_01_intro,7,,I can see the whole of Xin-Shalast from here! ,从 这 里 我 可 以 看 到 整 个 新 沙 城 ！ 
sc16_intotheeye_01_intro,8,,The Eye of Avarice is impressively manufactured.,贪 婪 之 眼 的 做 工 令 人 印 象 深 刻 。 
sc16_intotheeye_01_intro,9,,"Again, Karzoug perverts the use of light, but little wonder—he is godless, faithless.",卡 卓 又 一 次 滥 用 了 光 明 ， 但 不 足 为 奇 — 他 不 信 任 何 神 ， 没 有 信 仰 。
sc16_intotheeye_01_intro,10,,An unpleasant domain for an unpleasant man.,一 个 令 人 讨 厌 的 家 伙 的 令 人 讨 厌 的 领 域 。 
sc16_intotheeye_01_intro,11,,So this is where the runelord's been hiding this entire time.,所 以 这 就 是 符 文 领 主 一 直 以 来 的 藏 身 地 。 
sc16_intotheeye_01_intro,12,,I have assessed my strengths and weaknesses. I see my path. I am prepared.,我 评 估 过 我 的 力 量 和 弱 点 。 我 看 到 了 我 的 道 路 。 我 已 经 准 备 好 了 。 
sc16_intotheeye_01_intro,13,,This place is bad. Very bad.,这 个 地 方 很 糟 。 非 常 糟 。 
sc16_intotheeye_01_intro,14,,I hope the old boy is ready for me.,我 希 望 老 男 孩 为 我 准 备 好 了 。 
sc16_intotheeye_01_intro,15,,At least this place is as impressive as I thought it might be.,至 少 这 个 地 方 和 我 想 象 的 样 子 一 样 惊 人 。 
sc16_intotheeye_01_intro,16,,This is Karzoug's domain. There is no doubt of that.,这 里 是 卡 卓 的 领 域 。 毫 无 疑 问 。 
sc16_intotheeye_01_intro,17,,"For all he has done, Karzoug must face retribution.",卡 卓 必 须 面 对 他 的 所 作 所 为 招 来 的 报 应 。 
sc16_intotheeye_01_intro,18,,So this is the vantage point Karzoug looks down on the world from. It makes a strange kind of sense.,卡 卓 就 是 从 这 个 有 利 位 置 俯 瞰 世 界 的 。 奇 怪 的 是 这 很 合 乎 情 理 。 
sc16_intotheeye_01_intro,19,,How could any but Karzoug himself remain for so long in such a place?,除 了 卡 卓 还 有 谁 能 在 这 种 地 方 待 那 么 久 ？ 
sc16_intotheeye_01_intro,20,,The healing light of the sun will burn out the darkness in this place. ,太 阳 的 治 疗 光 芒 会 烧 尽 这 个 地 方 的 黑 暗 。 
sc16_intotheeye_01_intro,21,,The Eye of Avarice is every bit a tribute to Karzoug's massive ego as I thought it would be.,贪 婪 之 眼 完 全 如 我 所 料 ， 是 对 卡 卓 巨 大 自 负 的 致 敬 。
sc16_intotheeye_01_intro,22,,I can't wait to run that rat Karzoug through.,我 等 不 及 刺 穿 小 人 卡 卓 的 身 体 了 。 
sc16_intotheeye_01_intro,23,,I know the enemy as well as I know myself. I do not fear the result of this battle.,我 对 敌 人 的 了 解 就 如 同 了 解 自 己 一 样 。 我 不 害 怕 这 场 战 斗 会 有 何 结 果 。 
sc16_intotheeye_01_intro,24,,Of course Karzoug lives in this bad place.,卡 卓 当 然 是 住 在 这 种 糟 糕 的 地 方 。 
sc16_intotheeye_01_intro,25,,[Whimpering.] I'm not scared...,[呜 咽 。 ]我 不 害 怕 … 
sc16_intotheeye_01_intro,26,,…I just want to get back to stupid Sandpoint.,… 我 只 是 想 回 到 那 愚 蠢 的 沙 点 镇 。 
sc16_intotheeye_01_intro,27,,I'm here. Feels strange to be near the end of the journey.,我 来 了 。 快 走 到 终 点 了 ， 感 觉 有 点 奇 怪 。 
sc16_intotheeye_01_intro,28,,It's time to take out Karzoug for good.,是 时 候 解 决 卡 卓 了 。 
sc16_intotheeye_02_outro,1,,No... ten thousand years of planning... ten thousand years of waiting! This is not the end... pitiful worm! I will... ,不 … … 万 年 的 经 营 … … 万 年 的 等 待 ！ 不 会 就 这 么 结 束 的 … … 可 恶 的 蛆 虫 ！ 我 会 … … 
sc16_intotheeye_02_outro,2,,...return...,… … 回 来 的 … … 
sc16_intotheeye_02_outro,3,,"Only cats have nine lives, Karzoug.",只 有 猫 才 有 九 命 ， 卡 卓 。 
sc16_intotheeye_02_outro,4,,I've yet to see someone return from wounds like that. ,我 还 没 见 过 有 人 伤 成 那 样 还 能 活 着 回 来 。 
sc16_intotheeye_02_outro,5,,Thank Iomedae. My task is complete.,感 谢 爱 梅 达 。 我 的 任 务 完 成 了 。 
sc16_intotheeye_02_outro,6,,"If yeh ever do, I'll be waitin' for yeh.",如 果 你 真 的 能 回 来 ， 我 会 等 你 的 。 
sc16_intotheeye_02_outro,7,,It's so satisfying to know that's the last time I'll have to hear &lt;i&gt;that&lt;/i&gt; obnoxious prattle.,我 终 于 可 以 不 再 听 到 &lt;i&gt;那 套 &lt;/i&gt;令 人 讨 厌 的 说 辞 了 。 
sc16_intotheeye_02_outro,8,,"No, Karzoug. This &lt;i&gt;is&lt;/i&gt; the end. And in the end, my thaumaturgy far surpassed your own. ",不 ， 卡 卓 。 这 &lt;i&gt;就 是 &lt;/i&gt;终 结 。 而 在 最 后 ， 我 的 奇 术 已 经 远 远 超 越 了 你 。 
sc16_intotheeye_02_outro,9,,"I suspect that is so, in some iteration or another, but not now, and not anytime soon.",我 怀 疑 确 实 如 此 ， 在 某 个 迭 代 或 其 他 ， 但 不 是 现 在 ， 也 不 是 很 快 。
sc16_intotheeye_02_outro,10,,One who waits for so long finds oneself unable to change essentially when the time comes.,一 个 人 在 等 待 了 这 么 久 之 后 ， 却 发 现 自 己 无 法 在 必 要 的 时 候 做 出 改 变 。 
sc16_intotheeye_02_outro,11,,Seeing you go through your death throes has made the entire journey worth it.,能 亲 眼 看 到 你 死 亡 的 过 程 ， 我 的 整 个 旅 程 就 是 值 得 的 。 
sc16_intotheeye_02_outro,12,,The Runelord of Greed and his minions will trouble the people of Sandpoint and Turtleback Ferry no longer.,贪 婪 的 符 文 领 主 及 其 仆 众 永 远 都 不 会 来 骚 扰 沙 点 镇 和 和 龟 甲 渡 口 了 。 
sc16_intotheeye_02_outro,13,,"Just stay down, would you? You'll make it easier for the both of us.",给 我 死 透 点 ， 行 吗 ？ 这 样 对 我 们 两 个 都 好 。 
sc16_intotheeye_02_outro,25,,Haha! Told you goblin's strongest!,哈 哈 ！ 我 早 就 说 过 ， 地 精 是 最 强 的 ！ 
sc16_intotheeye_03_villain,1,,"You are obstinate, aren't you? No matter. The challenges you have faced so far are child's play compared to the power that I wield. ",你 太 顽 固 了 ， 不 是 吗 ？ 无 所 谓 。 你 目 前 面 对 过 的 挑 战 跟 我 的 力 量 比 起 来 都 是 儿 戏 。 
sc16_intotheeye_03_villain,2,,Your power cannot save you now. I have come a long way just to fight you!,你 的 力 量 现 在 无 法 拯 救 你 。 我 远 道 而 来 就 是 为 了 和 你 战 斗 ！ 
sc16_intotheeye_03_villain,3,,"Easy enough for children to beat, you mean. I'm looking forward to sticking you with my blade.",你 的 意 思 是 ， 连 小 孩 都 能 轻 松 打 败 。 我 期 待 着 用 我 的 剑 插 入 你 的 身 体 。 
sc16_intotheeye_03_villain,4,,"Guide my sword, Iomedae. For Victory, For the Heart!",指 引 我 的 剑 ， 爱 梅 达 。 为 了 胜 利 ， 为 了 心 灵 ！ 
sc16_intotheeye_03_villain,5,,"Show me, then, what the mighty Runelord of Greed can do!",那 么 告 诉 我 ， 贪 婪 伟 大 的 符 文 领 主 能 做 什 么 ！ 
sc16_intotheeye_03_villain,6,,Time to put an end to you.,是 时 候 将 你 终 结 了 。 
sc16_intotheeye_03_villain,7,,I would not have come here if I did not already know what power you possessed. I have assessed your strengths and I know your weaknesses. ,如 果 我 不 知 道 你 有 何 种 力 量 ， 我 就 不 会 来 这 了 。 我 估 量 过 你 的 力 量 ， 而 且 我 知 道 你 的 弱 点 。
sc16_intotheeye_03_villain,8,,Things have changed in the time you've been asleep. Allow me to show you some new tricks.,在 你 沉 睡 的 时 候 发 生 了 很 多 变 化 。 让 我 给 你 展 示 下 新 的 招 数 。 
sc16_intotheeye_03_villain,9,,"I won long before I engaged in battle with you. It was you that came to this battle first, seeking to win after. ",在 跟 你 交 战 之 前 我 就 已 经 赢 了 。 是 你 先 介 入 了 这 场 战 斗 ， 然 后 寻 求 胜 利 。 
